difficulty, workers, result, time
26,8,1080931621,121.46820664405823
20,15,286460006,38.510857820510864
17,7,1027827,4.828521966934204
7,2,311,31.05882477760315
12,16,2670,38.09939002990723
19,18,3102413638,37.62148594856262
12,14,3819903333,8.282039403915405
13,10,1717992728,38.90900421142578
16,5,858997016,29.549350023269653
11,14,306783408,31.340466499328613
24,19,226180778,32.61591672897339
1,12,357913943,32.332815647125244
29,15,346714796,693.6522886753082
7,6,311,30.947852849960327
20,15,2004616189,33.79612493515015
5,8,574062209,5.101697206497192
30,6,2475683680,3072.8795278072357
16,13,133050,32.381189584732056
28,9,1914776891,102.8698513507843
30,7,2475683680,232.8099615573883
22,15,286460006,38.25955891609192
28,13,3722745722,8.29864764213562
20,15,859135204,37.765825510025024
28,6,1719080137,4.2324748039245605
25,9,960243597,93.40975379943848
29,2,2276240132,1218.2662224769592
14,20,1503267761,36.11675715446472
21,19,226180778,31.134908199310303
7,1,678849664,1.537853717803955
16,15,2577215545,33.01468300819397
18,2,2147573155,43.4963641166687
4,18,3817748723,32.75771427154541
22,13,2643399123,44.445640563964844
13,11,1653226380,6.986137866973877
19,1,1027827,39.249369382858276
28,20,1294196226,123.8905930519104
5,10,1288490200,31.26407217979431
7,12,715827970,30.7833514213562
2,19,452101821,32.20332407951355
12,16,536873937,31.843578577041626
28,1,43983181,443.35329484939575
3,19,3842865474,30.474087715148926
4,4,3221225510,34.93463444709778
3,7,613566758,27.734621286392212
12,3,2863315014,30.284839868545532
7,16,1879048417,33.33796453475952
24,8,2689354329,87.10075807571411
16,13,1080931621,8.788342952728271
11,6,694,34.86910653114319
4,13,660764206,34.72651791572571
14,11,780933675,32.06323957443237
25,1,30074393,348.2900879383087
7,20,311,29.978687286376953
10,10,214748629,6.701178789138794
12,6,1431658933,29.2247416973114
1,2,0,29.595117568969727
1,9,0,31.439319610595703
4,13,1651910503,29.153226137161255
28,19,2276240132,188.96245670318604
20,20,468323485,12.726015567779541
27,13,3305625516,181.36943006515503
6,16,346714796,10.282398223876953
27,6,30074393,355.6177706718445
10,4,1073742166,27.709150075912476
8,1,330,57.928558588027954
27,6,30074393,318.9010922908783
23,17,1011469155,53.454938888549805
5,15,2275002637,9.207935571670532
28,13,2988195411,196.07121205329895
19,6,346714796,4.504194021224976
30,12,3414715023,2095.4842262268066
25,5,3443454685,110.28513073921204
12,9,477226116,33.44554305076599
8,18,2147483695,31.807291269302368
19,7,3068096522,33.2363543510437
13,2,1227358194,1.9575550556182861
23,1,11554918,161.56297302246094
1,18,1193046470,29.056101083755493
6,4,54,29.20485758781433
5,2,54,33.02830243110657
30,4,3414715023,2072.875651359558
9,14,694,33.343180656433105
25,7,2462536703,116.32604241371155
24,9,2386828422,46.36175513267517
29,1,346714796,3793.3129835128784
12,9,2670,32.73070001602173
8,16,2147483695,29.69316339492798
10,7,1840700889,39.840627670288086
22,2,1027827,51.565545082092285
8,9,1908874890,31.71018147468567
11,18,694,31.834502696990967
10,9,1431655955,31.311179399490356
5,2,694,1.9796977043151855
9,17,757936111,32.06045317649841
15,20,1503267761,29.833155870437622
19,3,1431748107,39.679320335388184
26,19,2863981578,11.506277084350586
9,9,1908874890,33.0865318775177
21,2,2386093347,1.9730205535888672
26,6,30074393,317.39117670059204
4,8,536870924,29.15713357925415
8,20,1503238631,32.13300085067749
28,11,43983181,493.24056100845337
11,9,477219126,34.45279002189636
4,4,1073741838,29.143845796585083
24,10,2578596442,55.32259225845337
11,19,3010561741,12.215996980667114
19,10,2147573155,30.671329736709595
28,12,1027827,7.742362022399902
23,8,1078895221,87.67095494270325
3,7,0,31.234765768051147
24,15,574062209,48.57183289527893
5,11,2578596442,7.302277326583862
2,5,0,32.00526142120361
13,20,429500475,35.20035243034363
6,16,54,31.97440266609192
1,10,429496729,32.561487436294556
25,13,1987005390,90.52796506881714
30,15,3304469348,9.821394920349121
30,7,2475683680,241.81753182411194
4,9,1431655766,30.428058624267578
8,17,505290311,31.295759439468384
3,13,1651910503,32.11084532737732
18,3,660764206,2.397735118865967
13,20,2791728898,28.786327600479126
15,7,1840751201,37.0265154838562
2,3,2863311536,35.04351544380188
19,5,2577589960,35.10398030281067
26,9,1914776891,99.74329733848572
22,19,226180778,35.83102369308472
28,3,454061846,2.4507176876068115
20,3,2864161208,46.413623571395874
23,2,1433208346,1.8935790061950684
23,12,2864161208,49.318888902664185
21,4,361048036,3.2443251609802246
16,13,660863894,33.62489104270935
2,18,330518070,11.601160764694214
18,14,1227258922,31.490630388259888
11,14,613570035,33.20555305480957
14,16,2147493154,29.87597894668579
11,7,1227135428,29.361737966537476
6,9,2863311565,29.022959232330322
30,16,2475683680,593.9124238491058
20,11,1171659033,39.93834972381592
14,3,1952494221,2.4823410511016846
13,2,2670,36.03920245170593
17,1,137342,29.80794358253479
14,6,715843807,30.508116960525513
30,16,2475683680,591.9318716526031
20,19,1356463289,38.09633111953735
28,16,3616997298,10.15776515007019
10,19,904203641,29.377320528030396
6,7,54,30.648094177246094
4,11,2342709442,33.09359002113342
3,4,1073741825,28.09490966796875
13,3,2670,33.137282371520996
12,10,3006487790,33.59006333351135
4,18,3101920848,33.50133728981018
17,20,214819605,34.25669002532959
8,8,1288787955,5.284867525100708
17,4,2147573155,33.326791524887085
16,11,390533507,33.91341948509216
30,15,346714796,602.094491481781
12,6,3579150167,37.51783537864685
27,7,2475683680,235.98539519309998
15,13,660773003,29.817100286483765
22,13,2643399123,48.64521265029907
22,18,1653226380,12.140236377716064
23,3,2864161208,74.85139226913452
19,10,429642288,35.557602643966675
1,15,3866347460,9.547420501708984
8,8,1073742166,31.001233339309692
3,5,1717986918,31.254286527633667
1,5,2576980377,35.90093541145325
22,13,1653226380,47.32374048233032
4,19,1325760136,11.54827356338501
22,5,859816805,44.66464924812317
30,14,1027827,8.587222337722778
22,2,1027827,49.13090229034424
17,14,613617829,30.43159055709839
10,19,2147573155,12.192936658859253
27,2,30074393,349.12460708618164
5,7,1840700337,33.724456787109375
26,14,928515223,126.5664050579071
24,12,3579807234,48.82220697402954
9,4,361048036,3.1409566402435303
21,2,2147573155,31.46766972541809
27,19,909850937,98.79939937591553
12,2,2670,33.64310646057129
7,3,1431655792,35.05095100402832
21,13,660881197,40.786168575286865
22,12,332119798,7.283682823181152
5,9,477218598,35.96289610862732
4,4,3221225510,29.24188494682312
30,12,3414715023,1808.5516831874847
22,18,239707636,45.62452530860901
23,16,1910178379,9.662652730941772
19,16,1073810554,37.42728567123413
25,16,805838421,9.66422700881958
29,19,2276240132,199.59906339645386
3,3,468323485,2.5805845260620117
28,15,43983181,506.4947304725647
28,12,43983181,520.0031936168671
2,8,0,30.754171133041382
12,5,1717992728,32.81021738052368
1,20,858993456,34.5601646900177
3,6,3579139414,29.55017590522766
29,16,1914776891,465.0927720069885
13,10,2670,35.04392051696777
8,11,780903162,27.8761785030365
6,4,1073741845,34.88448739051819
20,17,1263307977,31.20967411994934
24,10,758791288,6.4211626052856445
7,13,660764363,31.10683536529541
25,12,722188712,98.78568840026855
28,5,1080931621,3.692340612411499
19,9,3340693703,37.83590888977051
24,4,2863981578,3.2354345321655273
17,1,137342,38.121540546417236
30,14,2475683680,277.68384885787964
18,19,1130344442,37.25313377380371
28,14,3391294933,9.085498332977295
23,15,286460006,40.6847825050354
15,2,4011233718,2.0598371028900146
20,3,1433208346,55.24087715148926
27,12,1027827,6.913181781768799
28,20,1294196226,101.8559718132019
18,13,652801633,9.429265022277832
16,6,133050,30.774970054626465
3,17,505290273,29.647619247436523
22,19,1130344442,40.22869563102722
23,20,1811741792,13.073124647140503
10,14,1840700889,31.59197497367859
24,10,694,6.83584189414978
27,20,1294196226,92.43885827064514
17,10,1080931621,6.262884855270386
15,7,613585456,36.66586470603943
24,17,89253,9.897354364395142
19,13,1322105095,38.57505655288696
28,15,1982754604,9.058760404586792
4,5,858993464,35.46201419830322
7,9,1908874694,33.171483516693115
20,20,859135204,36.83855152130127
27,7,215322165,4.839970827102661
25,1,30074393,314.292489528656
4,10,0,32.10618233680725
24,15,574062209,55.821444034576416
6,3,2006286358,2.4446816444396973
28,8,43983181,504.6132080554962
27,15,3747399911,290.44647097587585
8,18,715827978,28.21684217453003
27,2,30074393,313.13456749916077
23,5,2578596442,57.023709535598755
5,13,660764251,29.577627658843994
5,6,2147483655,32.91313076019287
25,7,2462536703,118.8793318271637
23,10,430550990,50.798330307006836
5,19,2578596442,12.249192953109741
26,15,4014932838,108.5007598400116
28,14,928515223,118.0858142375946
